system:index,DOY,ID,MCD12Q1v6,NIR,SWIR1,SWIR2,SWIR3,blue,green,red,.geo
2002_03_22_104_0,81,94.0,10,3370,3760,3666,2683,2760,2906,2802,
2002_03_22_105_0,81,95.0,10,1896,2467,1935,966,229,482,495,
2002_03_22_106_0,81,96.0,10,0,0,0,0,0,0,0,
2002_03_22_107_0,81,97.0,10,1129,1530,1278,628,215,363,381,
2002_03_22_108_0,81,98.0,10,2432,2994,1691,620,161,499,472,
2002_03_22_109_0,81,99.0,10,0,0,0,0,0,0,0,
2002_03_22_110_0,81,100.0,11,3132,2909,2147,1526,1238,1541,1441,
2002_03_22_111_0,81,101.0,11,2843,2323,1284,406,224,585,387,
2002_03_22_112_0,81,102.0,11,1044,804,562,183,124,317,247,
2002_03_22_113_0,81,103.0,11,2523,2064,1044,473,362,638,788,
2002_03_22_114_0,81,104.0,11,0,0,0,0,0,0,0,
2002_03_22_115_0,81,105.0,11,1438,1841,1310,836,1217,1275,908,
2002_03_22_116_0,81,106.0,11,4245,4674,4109,2949,4250,4373,3850,
2002_03_22_117_0,81,107.0,11,3139,2638,2137,1380,2403,2519,2466,
2002_03_22_118_0,81,108.0,11,3652,3406,2600,1813,1368,1701,1528,
2002_03_22_119_0,81,109.0,11,6271,6029,4089,2113,6621,6761,5896,
2002_03_22_120_0,81,110.0,12,3562,3114,1885,919,1245,1428,1032,
2002_03_22_121_0,81,111.0,12,3765,3415,3184,2059,1704,1999,2794,
2002_03_22_122_0,81,112.0,12,2803,3295,2561,1392,280,674,644,
2002_03_22_123_0,81,113.0,12,4047,2976,2214,721,180,646,364,
2002_03_22_124_0,81,114.0,12,3241,3918,3181,1743,486,971,1177,
2002_03_22_125_0,81,115.0,12,2029,2741,2608,1602,309,617,803,
2002_03_22_126_0,81,116.0,12,5279,4229,2405,906,303,830,554,
2002_03_22_127_0,81,117.0,12,4743,4401,3174,1502,345,916,622,
2002_03_22_128_0,81,118.0,12,2494,3118,2425,1197,229,590,790,
2002_03_22_129_0,81,119.0,12,2916,3458,2601,1184,261,803,821,
2002_03_22_130_0,81,120.0,13,2997,3058,2652,1870,1324,1582,1565,
2002_03_22_131_0,81,121.0,13,6432,4787,1473,701,6087,6186,6184,
2002_03_22_132_0,81,122.0,13,2759,3299,2988,2204,582,977,1261,
2002_03_22_133_0,81,123.0,13,5033,4628,2956,1642,4165,4282,4050,
2002_03_22_134_0,81,124.0,13,1734,2097,1598,993,396,634,687,
2002_03_22_135_0,81,125.0,13,5240,4649,3857,2795,3759,3996,4472,
2002_03_22_136_0,81,126.0,13,0,0,0,0,0,0,0,
2002_03_22_137_0,81,127.0,13,0,0,0,0,0,0,0,
2002_03_22_138_0,81,128.0,13,4966,4957,3974,2896,4065,4198,3682,
2002_03_22_139_0,81,129.0,13,2949,3312,2480,1613,1238,1507,1224,
2002_03_22_140_0,81,130.0,14,4775,4398,1919,851,4461,4499,4243,
2002_03_22_141_0,81,131.0,14,6922,6256,4896,3017,5439,5879,5864,
2002_03_22_142_0,81,132.0,14,4352,4409,2871,1280,1036,1464,1021,
2002_03_22_143_0,81,133.0,14,4731,4410,2555,897,263,867,456,
2002_03_22_144_0,81,134.0,14,5236,5243,4316,3073,3969,4144,4027,
2002_03_22_145_0,81,135.0,14,8147,7207,4750,2871,7237,7561,7446,
2002_03_22_146_0,81,136.0,14,8173,7999,5666,3270,7809,8164,7753,
2002_03_22_147_0,81,137.0,14,4616,4058,1672,689,3851,3890,3868,
2002_03_22_148_0,81,138.0,14,3784,3699,2174,969,575,1074,848,
2002_03_22_149_0,81,139.0,14,6998,6160,4246,2333,6867,7157,6887,
2002_03_22_150_0,81,140.0,15,7037,6237,4057,2235,6831,7002,7083,
2002_03_22_151_0,81,141.0,15,6872,5513,4044,2236,6784,7050,7353,
2002_03_22_152_0,81,142.0,15,7897,6332,4553,2629,6405,6841,7718,
2002_03_22_153_0,81,143.0,15,3731,3329,2330,1519,4244,4332,3573,
2002_03_22_154_0,81,144.0,15,6833,6032,4219,2339,7021,7321,6999,
2002_03_22_155_0,81,145.0,15,6245,4365,3243,1961,4546,4735,6141,
2002_03_22_156_0,81,146.0,15,5655,2510,719,301,5855,5973,6334,
2002_03_22_157_0,81,147.0,15,4417,3494,2213,1428,5132,5205,4641,
2002_03_22_158_0,81,148.0,15,0,7384,4350,2183,8904,9187,10409,
2002_03_22_159_0,81,149.0,15,8833,4390,1333,584,8845,9449,9733,
2002_03_22_160_0,81,150.0,16,1495,1215,898,688,1393,1510,1265,
2002_03_22_161_0,81,151.0,16,0,0,0,0,0,0,0,
2002_03_22_162_0,81,152.0,16,5802,5437,3214,1894,5468,5555,5485,
2002_03_22_163_0,81,153.0,16,4809,3009,1918,1347,5675,5796,5155,
2002_03_22_164_0,81,154.0,16,2212,3274,2975,2385,3344,3545,2082,
2002_03_22_165_0,81,155.0,16,5389,5683,4276,2631,5566,5934,5211,
2002_03_22_166_0,81,156.0,16,3222,2764,1946,1341,3928,4046,3280,
2002_03_22_167_0,81,157.0,16,3946,2927,2192,1571,3141,3168,3860,
2002_03_22_168_0,81,158.0,16,5445,5278,4034,2507,5291,5612,5193,
2002_03_22_169_0,81,159.0,16,816,755,616,451,568,821,965,
2002_03_22_170_0,81,160.0,17,2967,2072,1759,1111,2316,2448,2968,
2002_03_22_171_0,81,161.0,17,1000,705,558,417,1085,1292,1109,
2002_03_22_172_0,81,162.0,17,0,0,0,0,0,0,0,
2002_03_22_173_0,81,163.0,17,0,0,0,0,0,0,0,
2002_03_22_174_0,81,164.0,17,1359,1157,972,692,1441,1617,1523,
2002_03_22_175_0,81,165.0,17,2526,1340,1069,821,1807,2265,2587,
2002_03_22_176_0,81,166.0,17,0,0,0,0,0,0,0,
2002_03_22_177_0,81,167.0,17,4192,3738,3399,2271,3894,4291,4207,
2002_03_22_178_0,81,168.0,17,971,925,929,778,939,1087,1011,
2002_03_22_179_0,81,169.0,17,3239,3926,3910,2614,1126,1579,1848,
2002_03_30_10_0,89,0.0,1,3467,3018,1668,800,2435,2524,2793,
2002_03_30_11_0,89,1.0,1,5706,5207,3651,1778,4988,5184,5128,
2002_03_30_12_0,89,2.0,1,2249,1801,1168,451,256,540,510,
2002_03_30_13_0,89,3.0,1,6249,5110,3693,2154,4690,4928,5616,
2002_03_30_14_0,89,4.0,1,2960,3401,2285,1280,1635,1790,1552,
2002_03_30_15_0,89,5.0,1,3193,3437,2117,1169,978,1108,458,
2002_03_30_16_0,89,6.0,1,4919,3398,2384,1508,1691,1835,3888,
2002_03_30_17_0,89,7.0,1,2291,2039,1145,448,2309,2195,2063,
2002_03_30_18_0,89,8.0,1,4453,4388,2713,1292,3941,4050,3384,
2002_03_30_19_0,89,9.0,1,6216,5394,4118,2433,4680,4896,5591,
2002_03_30_20_0,89,10.0,2,3128,3139,1968,1009,888,1067,555,
2002_03_30_21_0,89,11.0,2,3140,3524,2475,1471,2197,2267,1572,
2002_03_30_22_0,89,12.0,2,2566,2465,1289,613,708,773,560,
2002_03_30_23_0,89,13.0,2,4693,4181,3175,1851,3016,3156,3922,
2002_03_30_24_0,89,14.0,2,5351,3958,2987,1940,1839,2068,3774,
2002_03_30_25_0,89,15.0,2,2401,2310,1051,304,128,280,175,
2002_03_30_26_0,89,16.0,2,2278,2523,1373,506,274,435,353,
2002_03_30_27_0,89,17.0,2,2572,2585,1385,568,1085,1188,1061,
2002_03_30_28_0,89,18.0,2,3108,2961,1425,442,167,394,229,
2002_03_30_29_0,89,19.0,2,3940,3721,2732,1779,1362,1534,2235,
2002_03_30_30_0,89,20.0,3,5160,4620,3001,1658,4792,4828,4739,
2002_03_30_31_0,89,21.0,3,5366,5037,3201,1649,5252,5287,5018,
2002_03_30_32_0,89,22.0,3,7390,6258,4155,2156,6590,6809,7146,
2002_03_30_33_0,89,23.0,3,5314,4828,3084,1588,5076,5154,4960,
2002_03_30_34_0,89,24.0,3,5599,5046,3082,1665,5193,5256,5226,
2002_03_30_35_0,89,25.0,3,6074,5791,4065,2284,5749,5860,5759,
2002_03_30_36_0,89,26.0,3,6376,6111,4587,2725,5957,6061,6038,
2002_03_30_37_0,89,27.0,3,6403,5847,4577,2779,5732,5832,6055,
2002_03_30_38_0,89,28.0,3,6688,5280,3337,1602,5784,6000,6452,
2002_03_30_39_0,89,29.0,3,7601,6191,3855,1868,7043,7273,7429,
2002_03_30_40_0,89,30.0,4,3731,3564,1842,575,142,425,259,
2002_03_30_41_0,89,31.0,4,2960,3081,1633,540,150,405,229,
2002_03_30_42_0,89,32.0,4,3193,3507,1881,634,202,577,364,
2002_03_30_43_0,89,33.0,4,3487,3088,1575,520,138,431,209,
2002_03_30_44_0,89,34.0,4,3485,3422,1717,519,126,404,214,
2002_03_30_45_0,89,35.0,4,3367,3367,1801,593,143,402,231,
2002_03_30_46_0,89,36.0,4,3382,3444,1851,606,147,419,249,
2002_03_30_47_0,89,37.0,4,3188,3357,1861,612,180,443,302,
2002_03_30_48_0,89,38.0,4,2755,2419,1368,482,159,433,260,
2002_03_30_49_0,89,39.0,4,3261,3406,1864,628,189,476,296,
2002_03_30_50_0,89,40.0,5,3656,3528,2662,1826,1609,1800,1807,
2002_03_30_51_0,89,41.0,5,2456,2740,1639,630,186,487,398,
2002_03_30_52_0,89,42.0,5,2460,2630,1413,459,113,347,213,
2002_03_30_53_0,89,43.0,5,2847,3186,1913,720,191,500,363,
2002_03_30_54_0,89,44.0,5,2934,2870,1510,488,130,400,254,
