system:index,DOY,ID,MCD12Q1v6,NIR,SWIR1,SWIR2,SWIR3,blue,green,red,.geo
2002_10_16_104_0,289,94.0,10,1322,2017,1799,1106,334,609,604,
2002_10_16_105_0,289,95.0,10,2590,3151,3038,2277,471,915,1226,
2002_10_16_106_0,289,96.0,10,1379,2266,1968,1116,348,510,354,
2002_10_16_107_0,289,97.0,10,1209,1968,2200,1830,347,524,581,
2002_10_16_108_0,289,98.0,10,2748,3100,2487,1325,271,638,677,
2002_10_16_109_0,289,99.0,10,2982,3557,3090,1915,1052,1377,1415,
2002_10_16_110_0,289,100.0,11,3295,3577,2162,835,245,622,451,
2002_10_16_111_0,289,101.0,11,1339,3584,2335,1060,303,697,990,
2002_10_16_112_0,289,102.0,11,2582,3610,3329,1875,316,695,717,
2002_10_16_113_0,289,103.0,11,3572,1873,1122,411,607,1086,750,
2002_10_16_114_0,289,104.0,11,1632,1716,1360,619,233,432,425,
2002_10_16_115_0,289,105.0,11,2125,1941,966,351,174,457,259,
2002_10_16_116_0,289,106.0,11,2996,2582,2283,1546,888,1259,1491,
2002_10_16_117_0,289,107.0,11,3765,3295,1715,577,507,779,793,
2002_10_16_118_0,289,108.0,11,3011,3636,2360,953,241,677,528,
2002_10_16_119_0,289,109.0,11,3258,3150,1865,977,955,1213,994,
2002_10_16_120_0,289,110.0,12,2987,3635,3360,2600,750,1173,1434,
2002_10_16_121_0,289,111.0,12,2913,3409,3149,2190,443,876,1111,
2002_10_16_122_0,289,112.0,12,2728,3453,3656,2832,521,921,1336,
2002_10_16_123_0,289,113.0,12,3324,4725,5278,3767,548,1302,1952,
2002_10_16_124_0,289,114.0,12,3192,3630,3214,2067,640,1029,1349,
2002_10_16_125_0,289,115.0,12,2754,3622,4123,3439,884,1486,2088,
2002_10_16_126_0,289,116.0,12,3483,4325,3995,2315,756,1260,1651,
2002_10_16_127_0,289,117.0,12,3015,4115,3958,2373,666,1055,1297,
2002_10_16_128_0,289,118.0,12,2364,3049,2789,1697,361,744,797,
2002_10_16_129_0,289,119.0,12,3136,4041,4181,2817,587,1114,1231,
2002_10_16_130_0,289,120.0,13,2065,2214,2008,1583,779,1059,1256,
2002_10_16_131_0,289,121.0,13,907,1433,1101,548,633,662,646,
2002_10_16_132_0,289,122.0,13,3131,3782,3583,2734,672,1155,1565,
2002_10_16_133_0,289,123.0,13,2710,4021,3638,2779,1160,1693,1307,
2002_10_16_134_0,289,124.0,13,2211,2624,2421,1867,814,1122,1573,
2002_10_16_135_0,289,125.0,13,1633,2515,2383,1815,859,1027,681,
2002_10_16_136_0,289,126.0,13,1791,2204,2188,1853,929,1265,1618,
2002_10_16_137_0,289,127.0,13,2564,2708,2670,1974,604,1032,1476,
2002_10_16_138_0,289,128.0,13,3178,3202,1894,714,115,495,260,
2002_10_16_139_0,289,129.0,13,3003,3453,2956,2073,496,956,695,
2002_10_16_140_0,289,130.0,14,2196,2745,2207,1350,406,746,857,
2002_10_16_141_0,289,131.0,14,6793,6273,5688,3821,6107,6193,6341,
2002_10_16_142_0,289,132.0,14,3012,3843,3023,1734,577,1038,1235,
2002_10_16_143_0,289,133.0,14,2767,3546,3026,1573,340,743,765,
2002_10_16_144_0,289,134.0,14,4000,4067,3531,2309,2859,3007,2955,
2002_10_16_145_0,289,135.0,14,7285,6538,5356,3168,6031,6168,6590,
2002_10_16_146_0,289,136.0,14,935,1588,1189,662,484,560,520,
2002_10_16_147_0,289,137.0,14,2659,3446,2216,980,137,501,476,
2002_10_16_148_0,289,138.0,14,1724,2399,1903,1254,371,538,576,
2002_10_16_149_0,289,139.0,14,2827,3544,2707,1490,622,1017,1076,
2002_10_16_150_0,289,140.0,15,5072,2997,1643,1034,5662,5839,5871,
2002_10_16_151_0,289,141.0,15,7348,2048,805,441,7121,7509,8978,
2002_10_16_152_0,289,142.0,15,6431,2492,1033,701,5514,5994,7379,
2002_10_16_153_0,289,143.0,15,7292,2692,1326,789,4440,4909,8258,
2002_10_16_154_0,289,144.0,15,6168,2455,1235,822,7714,8337,7333,
2002_10_16_155_0,289,145.0,15,4100,1405,958,704,3995,4127,5057,
2002_10_16_156_0,289,146.0,15,7245,3158,1178,638,6525,6975,7812,
2002_10_16_157_0,289,147.0,15,5432,3105,827,339,6700,7099,5983,
2002_10_16_158_0,289,148.0,15,6593,4850,3760,2616,7064,7398,7403,
2002_10_16_159_0,289,149.0,15,4845,3620,2434,1657,5675,5860,5408,
2002_10_16_160_0,289,150.0,16,1415,1705,1827,1554,166,572,1008,
2002_10_16_161_0,289,151.0,16,2224,2577,1760,1062,2766,2720,2210,
2002_10_16_162_0,289,152.0,16,5464,4427,3496,2170,4278,4369,5174,
2002_10_16_163_0,289,153.0,16,4926,3357,2914,2374,4390,4599,5461,
2002_10_16_164_0,289,154.0,16,1269,1350,1394,1282,1171,1454,1188,
2002_10_16_165_0,289,155.0,16,1613,1588,1346,1002,1455,1688,1613,
2002_10_16_166_0,289,156.0,16,3356,2482,2515,2131,2038,2225,3085,
2002_10_16_167_0,289,157.0,16,2304,1121,705,454,1536,1582,2456,
2002_10_16_168_0,289,158.0,16,1233,1413,1276,987,1323,1477,1311,
2002_10_16_169_0,289,159.0,16,1971,3657,3948,3980,1145,1955,1956,
2002_10_16_170_0,289,160.0,17,4188,1795,1370,873,2055,2255,4171,
2002_10_16_171_0,289,161.0,17,1255,626,605,434,1263,1560,1694,
2002_10_16_172_0,289,162.0,17,10,44,292,244,235,133,8,
2002_10_16_173_0,289,163.0,17,172,177,159,99,518,321,246,
2002_10_16_174_0,289,164.0,17,1520,1375,1399,1176,1441,1664,1737,
2002_10_16_175_0,289,165.0,17,1555,1253,1236,1061,1457,1990,2188,
2002_10_16_176_0,289,166.0,17,474,400,339,191,730,556,468,
2002_10_16_177_0,289,167.0,17,423,750,390,173,329,644,876,
2002_10_16_178_0,289,168.0,17,129,98,75,57,445,687,438,
2002_10_16_179_0,289,169.0,17,2457,2558,2236,1386,477,930,1900,
2002_10_24_10_0,297,0.0,1,3866,3207,2402,1647,1765,1864,3071,
2002_10_24_11_0,297,1.0,1,4658,4613,3562,2544,2869,3057,3673,
2002_10_24_12_0,297,2.0,1,1715,1728,1219,588,268,519,460,
2002_10_24_13_0,297,3.0,1,3121,3994,2811,1696,2282,2459,942,
2002_10_24_14_0,297,4.0,1,3618,4332,3444,2066,1915,2068,2114,
2002_10_24_15_0,297,5.0,1,7395,6256,5274,3324,5601,6015,6869,
2002_10_24_16_0,297,6.0,1,5505,4615,3157,2098,4721,4762,5270,
2002_10_24_17_0,297,7.0,1,6185,5568,3748,2104,4876,5030,5652,
2002_10_24_18_0,297,8.0,1,5252,4910,3166,1934,4897,4965,4854,
2002_10_24_19_0,297,9.0,1,3661,3999,3245,2201,2548,2725,2633,
2002_10_24_20_0,297,10.0,2,3399,2878,1405,469,165,417,260,
2002_10_24_21_0,297,11.0,2,3448,3385,1990,969,1999,2017,1860,
2002_10_24_22_0,297,12.0,2,5514,5501,3673,2131,2478,2739,2845,
2002_10_24_23_0,297,13.0,2,3374,3336,1956,901,892,1074,828,
2002_10_24_24_0,297,14.0,2,3587,3495,2172,851,244,581,361,
2002_10_24_25_0,297,15.0,2,3560,2813,1634,865,764,861,1448,
2002_10_24_26_0,297,16.0,2,3174,3050,1524,455,820,865,568,
2002_10_24_27_0,297,17.0,2,2793,2731,1684,1042,447,707,1060,
2002_10_24_28_0,297,18.0,2,4369,4138,2273,762,280,659,406,
2002_10_24_29_0,297,19.0,2,4523,4396,2454,946,737,1001,1195,
2002_10_24_30_0,297,20.0,3,4990,4397,2510,1254,3620,3750,3900,
2002_10_24_31_0,297,21.0,3,3924,4065,2663,1393,2527,2734,2251,
2002_10_24_32_0,297,22.0,3,6542,5094,3958,2627,4296,4511,5755,
2002_10_24_33_0,297,23.0,3,5759,4692,2867,1468,5067,5220,5273,
2002_10_24_34_0,297,24.0,3,5034,4210,2099,853,4563,4671,4367,
2002_10_24_35_0,297,25.0,3,5809,5248,3802,2006,4927,5145,5376,
2002_10_24_36_0,297,26.0,3,5524,4944,3134,1704,5004,5141,5201,
2002_10_24_37_0,297,27.0,3,5161,4154,1422,618,5476,5509,5065,
2002_10_24_38_0,297,28.0,3,3391,1375,598,217,1376,1331,2884,
2002_10_24_39_0,297,29.0,3,6181,3838,3014,2004,3014,3078,5381,
2002_10_24_40_0,297,30.0,4,3051,3625,3374,2351,2489,2609,2276,
2002_10_24_41_0,297,31.0,4,3139,3443,2145,904,257,599,404,
2002_10_24_42_0,297,32.0,4,3409,3009,2084,1227,229,537,365,
2002_10_24_43_0,297,33.0,4,2446,2692,1798,810,215,490,379,
2002_10_24_44_0,297,34.0,4,1945,2508,1888,856,237,444,487,
2002_10_24_45_0,297,35.0,4,5216,4057,3530,2240,2433,2624,4280,
2002_10_24_46_0,297,36.0,4,2317,2713,2031,991,264,567,531,
2002_10_24_47_0,297,37.0,4,1895,2483,1996,981,310,528,550,
2002_10_24_48_0,297,38.0,4,1276,2416,2416,1549,357,579,536,
2002_10_24_49_0,297,39.0,4,2024,2532,1869,908,309,553,534,
2002_10_24_50_0,297,40.0,5,3476,3756,2436,1100,1236,1390,747,
2002_10_24_51_0,297,41.0,5,3012,3747,2940,1494,324,773,714,
2002_10_24_52_0,297,42.0,5,2172,2250,1465,637,176,458,338,
2002_10_24_53_0,297,43.0,5,2347,2731,1845,791,204,501,374,
2002_10_24_54_0,297,44.0,5,2286,2557,1739,654,158,478,392,
2002_10_24_55_0,297,45.0,5,2997,3834,3231,1795,1293,1449,1479,
2002_10_24_56_0,297,46.0,5,1575,2820,2340,1439,282,558,520,
2002_10_24_57_0,297,47.0,5,2288,2720,2131,1142,212,513,459,
2002_10_24_58_0,297,48.0,5,2555,2898,1957,819,196,520,537,
2002_10_24_59_0,297,49.0,5,2517,2786,1705,615,200,482,354,
2002_10_24_60_0,297,50.0,6,669,1174,963,566,588,508,343,
2002_10_24_61_0,297,51.0,6,4347,5019,4315,2801,1646,1834,2150,
2002_10_24_62_0,297,52.0,6,2426,2733,1720,691,195,461,337,
2002_10_24_63_0,297,53.0,6,5578,2635,2299,1465,2038,2107,5040,
2002_10_24_64_0,297,54.0,6,3874,4126,2684,1086,380,770,722,
2002_10_24_65_0,297,55.0,6,3824,4478,3619,2068,445,990,822,
2002_10_24_66_0,297,56.0,6,6181,5595,4469,2703,5447,5534,5578,
2002_10_24_67_0,297,57.0,6,3700,3918,2813,1516,2335,2358,2120,
2002_10_24_68_0,297,58.0,6,4048,3976,2427,965,300,684,609,
2002_10_24_69_0,297,59.0,6,4237,3955,2676,1647,2753,2920,2908,
2002_10_24_70_0,297,60.0,7,3100,3586,2760,1418,336,766,730,
2002_10_24_71_0,297,61.0,7,2811,4324,4011,2257,493,887,866,
2002_10_24_72_0,297,62.0,7,3078,4032,3327,1658,367,817,655,
2002_10_24_73_0,297,63.0,7,1461,2670,2302,1400,285,620,450,
2002_10_24_74_0,297,64.0,7,3227,4088,3092,1454,364,777,698,
2002_10_24_75_0,297,65.0,7,1400,1762,2105,1723,668,932,1069,
2002_10_24_76_0,297,66.0,7,3869,2938,2146,1603,1974,2036,2703,
2002_10_24_77_0,297,67.0,7,3208,3741,3348,1834,393,864,842,
2002_10_24_78_0,297,68.0,7,2962,3298,2652,1480,330,730,753,
2002_10_24_79_0,297,69.0,7,1407,1946,1754,992,305,458,561,
2002_10_24_80_0,297,70.0,8,2851,3497,2604,1374,360,748,865,
2002_10_24_81_0,297,71.0,8,3523,4276,3297,1784,147,792,400,
2002_10_24_82_0,297,72.0,8,2371,2475,1619,583,177,461,303,
2002_10_24_83_0,297,73.0,8,1983,2451,1701,925,472,700,626,
2002_10_24_84_0,297,74.0,8,3388,3433,2114,909,600,972,516,
2002_10_24_85_0,297,75.0,8,5240,3932,3240,2223,2513,2546,4379,
2002_10_24_86_0,297,76.0,8,6248,4145,3678,2638,3622,3865,5629,
2002_10_24_87_0,297,77.0,8,2346,2027,1046,411,421,671,547,
2002_10_24_88_0,297,78.0,8,3298,3809,2622,1171,302,787,709,
2002_10_24_89_0,297,79.0,8,1919,2344,2207,1541,364,642,705,
2002_10_24_90_0,297,80.0,9,2712,3511,3155,1811,453,771,855,
2002_10_24_91_0,297,81.0,9,2601,2584,1604,636,189,489,352,
2002_10_24_92_0,297,82.0,9,2090,2833,2155,1075,285,589,651,
2002_10_24_93_0,297,83.0,9,2950,4029,3322,1779,1251,1427,1295,
2002_10_24_94_0,297,84.0,9,2113,2277,1636,777,187,484,479,
2002_10_24_95_0,297,85.0,9,2958,3512,2920,1624,1344,1475,1453,
2002_10_24_96_0,297,86.0,9,3358,3492,2830,1814,1331,1575,1428,
2002_10_24_97_0,297,87.0,9,2420,3129,2676,1550,323,632,656,
2002_10_24_98_0,297,88.0,9,2790,3654,3383,2410,498,927,1178,
2002_10_24_99_0,297,89.0,9,3503,4715,4134,3152,3276,3359,2846,
2002_10_24_100_0,297,90.0,10,4434,4963,3341,1463,581,1097,951,
2002_10_24_101_0,297,91.0,10,2105,2748,2567,1878,560,950,932,
2002_10_24_102_0,297,92.0,10,5592,3174,2604,1863,2183,2258,5061,
2002_10_24_103_0,297,93.0,10,2443,3254,3197,2001,354,706,835,
2002_10_24_104_0,297,94.0,10,1363,1884,1628,874,212,462,596,
2002_10_24_105_0,297,95.0,10,3070,3666,3517,2628,600,1110,1409,
2002_10_24_106_0,297,96.0,10,2976,3718,3337,2117,381,882,1169,
2002_10_24_107_0,297,97.0,10,1331,1840,1866,1217,226,433,429,
2002_10_24_108_0,297,98.0,10,3889,4710,4068,2262,456,1056,1248,
2002_10_24_109_0,297,99.0,10,3049,3791,3293,2113,495,975,1214,
2002_10_24_110_0,297,100.0,11,2961,3174,1826,663,221,555,388,
2002_10_24_111_0,297,101.0,11,1306,1298,798,285,670,893,1022,
2002_10_24_112_0,297,102.0,11,1919,2738,2363,1171,238,513,510,
2002_10_24_113_0,297,103.0,11,3330,3434,2458,1644,1442,1756,1481,
2002_10_24_114_0,297,104.0,11,2352,2179,1642,847,928,1009,674,
2002_10_24_115_0,297,105.0,11,2184,1503,854,392,532,740,648,
2002_10_24_116_0,297,106.0,11,2210,2755,2437,1604,620,949,739,
2002_10_24_117_0,297,107.0,11,2182,2533,1263,423,919,1003,1005,
2002_10_24_118_0,297,108.0,11,2877,3117,1925,723,259,586,474,
2002_10_24_119_0,297,109.0,11,2843,1983,1151,485,600,1013,1799,
2002_10_24_120_0,297,110.0,12,3566,3656,2940,2269,2806,2892,2877,
2002_10_24_121_0,297,111.0,12,2406,2683,2622,1828,348,636,816,
2002_10_24_122_0,297,112.0,12,2092,2357,2121,1263,307,615,674,
2002_10_24_123_0,297,113.0,12,2269,3346,3740,2492,495,913,1295,
2002_10_24_124_0,297,114.0,12,2538,3112,3126,2305,556,937,1170,
2002_10_24_125_0,297,115.0,12,2764,3776,4080,3077,728,1232,1995,
2002_10_24_126_0,297,116.0,12,3040,3806,3611,2083,673,1103,1500,
2002_10_24_127_0,297,117.0,12,2510,3319,3211,1939,548,858,1153,
2002_10_24_128_0,297,118.0,12,2837,3657,3211,1809,944,1251,1316,
2002_10_24_129_0,297,119.0,12,2236,3043,2769,1628,264,664,1025,
2002_10_24_130_0,297,120.0,13,1606,1794,1557,1062,149,383,451,
2002_10_24_131_0,297,121.0,13,2948,3446,2815,1695,691,1294,968,
2002_10_24_132_0,297,122.0,13,2130,2610,2403,1838,455,760,1005,
2002_10_24_133_0,297,123.0,13,1448,1610,1166,711,296,502,519,
2002_10_24_134_0,297,124.0,13,2041,2456,2344,1783,1191,1374,1352,
2002_10_24_135_0,297,125.0,13,941,1362,1289,981,510,573,533,
2002_10_24_136_0,297,126.0,13,2434,2765,2933,2709,1273,1778,2132,
2002_10_24_137_0,297,127.0,13,2911,3231,3119,2356,657,1138,1694,
2002_10_24_138_0,297,128.0,13,4041,3780,2142,984,2066,2277,1899,
2002_10_24_139_0,297,129.0,13,2684,2859,2249,1359,338,732,645,
2002_10_24_140_0,297,130.0,14,1845,2218,1683,1019,462,722,595,
2002_10_24_141_0,297,131.0,14,4068,3943,2719,1647,3088,3115,2765,
2002_10_24_142_0,297,132.0,14,2480,2983,2439,1594,461,834,749,
2002_10_24_143_0,297,133.0,14,2704,3442,2967,1536,354,714,810,
2002_10_24_144_0,297,134.0,14,2732,2664,1953,997,335,640,495,
2002_10_24_145_0,297,135.0,14,5538,5206,3642,2153,4713,4749,4742,
2002_10_24_146_0,297,136.0,14,1544,1961,1766,1148,376,586,605,
2002_10_24_147_0,297,137.0,14,5297,5030,3989,2631,4676,4781,4835,
2002_10_24_148_0,297,138.0,14,2457,2755,1953,1110,1295,1456,1356,
2002_10_24_149_0,297,139.0,14,2980,3945,3279,2029,1855,2098,1607,
2002_10_24_150_0,297,140.0,15,7176,5748,3886,2219,6951,7096,7386,
2002_10_24_151_0,297,141.0,15,6902,5813,4148,2442,6868,6984,7001,
2002_10_24_152_0,297,142.0,15,5325,2181,857,485,4331,4478,5740,
2002_10_24_153_0,297,143.0,15,5327,4963,3619,2240,5219,5367,5314,
2002_10_24_154_0,297,144.0,15,6895,5813,4148,2442,6868,6984,7015,
2002_10_24_155_0,297,145.0,15,5664,5169,4261,3147,5482,5632,5648,
2002_10_24_156_0,297,146.0,15,6305,4939,4007,2618,5807,6015,6511,
2002_10_24_157_0,297,147.0,15,6672,5376,3387,1990,6639,6818,7232,
2002_10_24_158_0,297,148.0,15,8013,7347,5887,3750,7720,7949,7950,
2002_10_24_159_0,297,149.0,15,6346,5565,4344,2828,6344,6590,6630,
2002_10_24_160_0,297,150.0,16,1759,1800,1428,1102,1579,1710,1545,
2002_10_24_161_0,297,151.0,16,4199,2372,1992,1272,2023,1958,4056,
2002_10_24_162_0,297,152.0,16,6754,4981,3773,2109,6575,6818,7240,
2002_10_24_163_0,297,153.0,16,6732,5187,4412,3251,6538,6722,6919,
2002_10_24_164_0,297,154.0,16,1961,2222,2147,1779,1071,1397,1805,
2002_10_24_165_0,297,155.0,16,1861,1864,1778,1388,1180,1567,1790,
2002_10_24_166_0,297,156.0,16,3206,2792,2763,2347,2248,2464,3053,
2002_10_24_167_0,297,157.0,16,1340,1711,1065,557,2322,2231,1390,
2002_10_24_168_0,297,158.0,16,1622,1416,1421,1176,1096,1302,1597,
2002_10_24_169_0,297,159.0,16,1619,3951,4012,3423,837,1600,1031,
2002_10_24_170_0,297,160.0,17,1459,690,533,369,1117,1368,1696,
2002_10_24_171_0,297,161.0,17,624,474,362,265,1159,1382,1274,
2002_10_24_172_0,297,162.0,17,-18,-23,113,74,261,82,11,
2002_10_24_173_0,297,163.0,17,417,553,480,416,786,680,466,
2002_10_24_174_0,297,164.0,17,321,382,317,239,537,555,443,
2002_10_24_175_0,297,165.0,17,1520,642,619,510,1209,1785,2217,
2002_10_24_176_0,297,166.0,17,-30,92,284,204,160,30,-22,
2002_10_24_177_0,297,167.0,17,1213,1320,971,619,1210,1344,1212,
2002_10_24_178_0,297,168.0,17,125,110,97,65,313,550,375,
2002_10_24_179_0,297,169.0,17,1536,2464,2413,1974,666,1116,1254,
2002_11_01_10_0,305,0.0,1,3019,3918,3353,2349,3169,3250,2477,
2002_11_01_11_0,305,1.0,1,3920,4365,3175,2067,1114,1469,2062,
2002_11_01_12_0,305,2.0,1,2276,2437,1862,1218,884,1025,945,
2002_11_01_13_0,305,3.0,1,3350,3471,1966,828,223,594,455,
2002_11_01_14_0,305,4.0,1,2815,3511,2526,1250,241,607,583,
2002_11_01_15_0,305,5.0,1,3145,3575,2467,1563,569,953,793,
2002_11_01_16_0,305,6.0,1,1371,2493,1945,1182,808,891,493,
2002_11_01_17_0,305,7.0,1,2754,3346,2088,879,38,382,358,
2002_11_01_18_0,305,8.0,1,3278,3629,2477,1237,368,825,755,
2002_11_01_19_0,305,9.0,1,3008,3526,2104,931,41,434,418,
2002_11_01_20_0,305,10.0,2,4813,4536,2538,902,286,735,426,
2002_11_01_21_0,305,11.0,2,3861,3820,2142,883,406,721,678,
2002_11_01_22_0,305,12.0,2,3934,3528,1749,576,87,401,218,
2002_11_01_23_0,305,13.0,2,4310,4356,3910,3091,3245,3392,3356,
2002_11_01_24_0,305,14.0,2,1462,1747,900,351,541,538,344,
2002_11_01_25_0,305,15.0,2,5436,4200,2087,893,519,1045,530,
2002_11_01_26_0,305,16.0,2,2856,2714,1288,368,191,399,218,
2002_11_01_27_0,305,17.0,2,6754,5811,3483,1666,6110,6228,6365,
2002_11_01_28_0,305,18.0,2,3929,3601,1892,645,233,567,316,
2002_11_01_29_0,305,19.0,2,3352,3117,1997,1148,2021,2115,1972,
2002_11_01_30_0,305,20.0,3,6619,4428,2856,1371,4656,4789,6372,
2002_11_01_31_0,305,21.0,3,2717,2548,2000,1156,2369,2418,2129,
2002_11_01_32_0,305,22.0,3,3723,2296,1537,886,1951,1993,3205,
2002_11_01_33_0,305,23.0,3,1694,2638,1989,1360,2195,2236,1097,
2002_11_01_34_0,305,24.0,3,3932,3717,2946,1968,2553,2652,2794,
2002_11_01_35_0,305,25.0,3,3410,3465,2887,2050,2771,2950,2710,
2002_11_01_36_0,305,26.0,3,7184,5910,2542,1167,6907,7039,6976,
2002_11_01_37_0,305,27.0,3,7508,6539,4991,2638,6371,6662,7255,
2002_11_01_38_0,305,28.0,3,4678,4185,2630,1360,1482,1624,785,
2002_11_01_39_0,305,29.0,3,1403,1322,801,397,914,891,940,
2002_11_01_40_0,305,30.0,4,3561,3536,2151,871,328,836,538,
2002_11_01_41_0,305,31.0,4,3790,3737,2304,996,320,776,545,
2002_11_01_42_0,305,32.0,4,2800,2596,1906,1073,814,953,1059,
2002_11_01_43_0,305,33.0,4,3326,3663,2609,1282,392,819,782,
2002_11_01_44_0,305,34.0,4,2905,3542,2733,1428,373,727,750,
2002_11_01_45_0,305,35.0,4,2688,3583,3015,1784,523,843,995,
2002_11_01_46_0,305,36.0,4,3572,3472,2130,898,311,782,544,
2002_11_01_47_0,305,37.0,4,2583,3169,2446,1280,422,742,714,
2002_11_01_48_0,305,38.0,4,2388,3427,3049,1900,460,795,1000,
2002_11_01_49_0,305,39.0,4,2716,3490,2814,1555,464,801,841,
2002_11_01_50_0,305,40.0,5,3310,3392,2088,800,399,775,603,
2002_11_01_51_0,305,41.0,5,2655,2851,1869,773,96,495,270,
2002_11_01_52_0,305,42.0,5,4411,4126,2675,1288,248,860,581,
2002_11_01_53_0,305,43.0,5,5900,4244,3003,1819,4190,4193,5501,
2002_11_01_54_0,305,44.0,5,3153,3345,2134,845,189,648,451,
2002_11_01_55_0,305,45.0,5,1975,3010,2326,1292,2072,2122,129,
2002_11_01_56_0,305,46.0,5,1731,2420,1912,1079,197,445,461,
2002_11_01_57_0,305,47.0,5,3087,3615,2953,1733,363,806,786,
2002_11_01_58_0,305,48.0,5,4495,4791,3955,2728,3742,3921,3521,
2002_11_01_59_0,305,49.0,5,4395,4718,3552,2621,407,1376,1396,
2002_11_01_60_0,305,50.0,6,1244,1866,1747,1161,424,416,445,
2002_11_01_61_0,305,51.0,6,3181,3379,2770,1655,236,617,626,
2002_11_01_62_0,305,52.0,6,7412,6151,5585,4090,3921,4401,5987,
2002_11_01_63_0,305,53.0,6,4414,2771,1931,1044,3070,2978,4161,
2002_11_01_64_0,305,54.0,6,4446,4686,3308,1876,1314,1631,1668,
2002_11_01_65_0,305,55.0,6,3254,3799,2801,1458,183,641,776,
2002_11_01_66_0,305,56.0,6,5522,4908,4385,2949,4162,4581,5076,
2002_11_01_67_0,305,57.0,6,3129,3355,2456,1379,327,739,899,
2002_11_01_68_0,305,58.0,6,2748,2775,1921,1125,782,918,875,
2002_11_01_69_0,305,59.0,6,5561,4296,3230,1929,3994,4110,4892,
2002_11_01_70_0,305,60.0,7,2681,3139,2203,1010,241,607,559,
2002_11_01_71_0,305,61.0,7,2067,3224,2711,1350,296,596,627,
2002_11_01_72_0,305,62.0,7,2722,3500,2702,1261,256,634,515,
2002_11_01_73_0,305,63.0,7,2568,3624,3082,1884,439,836,806,
2002_11_01_74_0,305,64.0,7,2958,3415,2517,1131,249,598,617,
2002_11_01_75_0,305,65.0,7,2162,2856,3240,2807,1053,1443,1636,
2002_11_01_76_0,305,66.0,7,6092,6275,4723,2962,5614,5940,4793,
2002_11_01_77_0,305,67.0,7,2886,3177,2587,1497,1100,1335,1027,
2002_11_01_78_0,305,68.0,7,3369,3728,3026,1912,1591,1756,1718,
2002_11_01_79_0,305,69.0,7,1629,2134,1988,1249,235,457,572,
2002_11_01_80_0,305,70.0,8,2720,3147,2221,1048,782,1022,1028,
2002_11_01_81_0,305,71.0,8,3299,4482,3512,1822,271,760,505,
2002_11_01_82_0,305,72.0,8,4373,4331,3050,1378,311,843,575,
2002_11_01_83_0,305,73.0,8,3384,3644,2416,1036,265,642,448,
2002_11_01_84_0,305,74.0,8,2893,2916,1857,730,219,608,525,
2002_11_01_85_0,305,75.0,8,3164,3065,2262,1230,289,648,874,
2002_11_01_86_0,305,76.0,8,3876,3092,2602,1516,2760,2712,3259,
2002_11_01_87_0,305,77.0,8,2849,2366,1520,829,715,939,747,
2002_11_01_88_0,305,78.0,8,3770,3901,2659,1216,244,782,710,
2002_11_01_89_0,305,79.0,8,2599,2050,1672,991,873,905,1588,
2002_11_01_90_0,305,80.0,9,2422,3283,3076,1838,342,639,727,
2002_11_01_91_0,305,81.0,9,4064,3757,2647,1209,329,777,296,
2002_11_01_92_0,305,82.0,9,4135,4373,3271,2139,2835,3011,2877,
2002_11_01_93_0,305,83.0,9,3418,3899,3195,1625,377,808,824,
2002_11_01_94_0,305,84.0,9,2410,2762,2090,1214,178,576,611,
2002_11_01_95_0,305,85.0,9,2087,3313,2943,1781,2245,2345,1169,
2002_11_01_96_0,305,86.0,9,2286,2380,1696,788,317,519,359,
2002_11_01_97_0,305,87.0,9,3957,4917,4385,2871,587,1146,1038,
2002_11_01_98_0,305,88.0,9,2535,3250,2663,1682,366,772,821,
2002_11_01_99_0,305,89.0,9,3406,3564,2777,1590,1200,1437,1248,
2002_11_01_100_0,305,90.0,10,3734,4173,2937,1761,1469,1733,1435,
2002_11_01_101_0,305,91.0,10,2035,2339,2203,1468,375,706,854,
2002_11_01_102_0,305,92.0,10,2370,2953,2676,1648,397,721,645,
2002_11_01_103_0,305,93.0,10,2021,2780,2634,1695,250,583,595,
2002_11_01_104_0,305,94.0,10,1503,1794,1604,755,280,554,772,
2002_11_01_105_0,305,95.0,10,3308,3621,3104,2003,427,910,1296,
2002_11_01_106_0,305,96.0,10,1806,2475,2061,1167,321,560,565,
2002_11_01_107_0,305,97.0,10,1463,2007,1987,1381,92,370,384,
2002_11_01_108_0,305,98.0,10,2864,3299,2509,1159,237,620,599,
2002_11_01_109_0,305,99.0,10,2877,3627,3232,2150,730,1089,999,
2002_11_01_110_0,305,100.0,11,4435,4363,2677,1058,319,850,578,
2002_11_01_111_0,305,101.0,11,1434,3024,2048,936,401,843,1051,
2002_11_01_112_0,305,102.0,11,2717,3713,3435,1948,313,745,787,
2002_11_01_113_0,305,103.0,11,2727,2239,977,282,185,484,329,
2002_11_01_114_0,305,104.0,11,2135,2345,1915,1053,391,716,737,
2002_11_01_115_0,305,105.0,11,3822,1976,1291,739,1004,1202,2413,
2002_11_01_116_0,305,106.0,11,2347,2862,2451,1504,345,779,776,
2002_11_01_117_0,305,107.0,11,3344,2793,1389,460,338,633,424,
2002_11_01_118_0,305,108.0,11,3473,3680,2402,988,358,785,588,
2002_11_01_119_0,305,109.0,11,2606,1232,769,381,810,1095,1465,
2002_11_01_120_0,305,110.0,12,2125,2331,1980,1240,419,731,882,
2002_11_01_121_0,305,111.0,12,4189,4066,3020,1580,405,914,822,
